index,customer_city,order_purchase_timestamp,total_sales_x,total_revenue,total_sales_y
10252,campos dos goytacazes,2018-05-07,2,228.9,2
10253,campos dos goytacazes,2018-05-10,1,125.9,1
10254,campos dos goytacazes,2018-05-11,3,173.9,3
10255,campos dos goytacazes,2018-05-12,1,299.0,1
10256,campos dos goytacazes,2018-05-13,1,50.0,1
10257,campos dos goytacazes,2018-05-15,3,469.70000000000005,3
10258,campos dos goytacazes,2018-05-17,1,129.9,1
10259,campos dos goytacazes,2018-05-19,1,129.99,1
10260,campos dos goytacazes,2018-05-20,1,64.99,1
10261,campos dos goytacazes,2018-05-21,1,96.9,1
10262,campos dos goytacazes,2018-05-23,1,112.99,1
10263,campos dos goytacazes,2018-05-26,1,39.9,1
10264,campos dos goytacazes,2018-05-30,1,27.9,1
10265,campos dos goytacazes,2018-06-06,2,41.89,2
10266,campos dos goytacazes,2018-06-07,2,392.19,2
10267,campos dos goytacazes,2018-06-12,1,492.0,1
10268,campos dos goytacazes,2018-06-15,2,247.98000000000002,2
10269,campos dos goytacazes,2018-06-16,1,388.0,1
10270,campos dos goytacazes,2018-06-17,2,57.15,2
10271,campos dos goytacazes,2018-06-20,2,158.0,2
10272,campos dos goytacazes,2018-06-21,2,239.17000000000002,2
10273,campos dos goytacazes,2018-06-22,1,14.9,1
10274,campos dos goytacazes,2018-06-27,1,169.9,1
10275,campos dos goytacazes,2018-07-03,1,130.0,1
10276,campos dos goytacazes,2018-07-04,1,60.0,1
10277,campos dos goytacazes,2018-07-05,2,55.8,2
10278,campos dos goytacazes,2018-07-18,1,128.0,1
10279,campos dos goytacazes,2018-07-23,1,99.9,1
10280,campos dos goytacazes,2018-07-28,1,162.9,1
10281,campos dos goytacazes,2018-07-30,2,107.95,2
10282,campos dos goytacazes,2018-08-03,1,169.9,1
10283,campos dos goytacazes,2018-08-04,1,108.9,1
10284,campos dos goytacazes,2018-08-06,2,84.8,2
10285,campos dos goytacazes,2018-08-12,1,132.9,1
10286,campos dos goytacazes,2018-08-14,2,271.9,2
10287,campos dos goytacazes,2018-08-18,1,64.9,1
10288,campos dos goytacazes,2018-08-20,1,99.9,1
10289,campos gerais,2017-07-12,1,99.9,1
10290,campos gerais,2017-08-14,1,129.9,1
10291,campos gerais,2017-11-24,1,83.36,1
10292,campos gerais,2018-07-31,1,144.0,1
10293,campos novos,2017-03-03,1,25.0,1
10294,campos novos,2017-06-15,1,129.99,1
10295,campos novos,2017-09-05,1,54.9,1
10296,campos novos,2017-11-24,1,39.99,1
10297,campos novos,2018-02-15,1,349.0,1
10298,campos novos,2018-05-08,2,70.0,2
10299,campos novos,2018-05-20,4,348.2,4
10300,campos novos,2018-07-01,1,28.95,1
10301,campos novos,2018-07-03,1,109.99,1
10302,campos novos,2018-07-14,1,59.9,1
10303,campos novos,2018-07-16,1,155.97,1
10304,campos novos,2018-07-19,2,279.8,2
10305,campos novos,2018-08-09,1,138.0,1
10306,campos novos,2018-08-11,4,140.0,4
10307,campos sales,2017-04-06,1,55.9,1
10308,campos sales,2018-01-10,1,165.0,1
10309,campos sales,2018-04-09,1,1190.0,1
10310,campos sales,2018-06-21,2,133.0,2
10311,campos verdes,2017-03-15,1,385.6,1
10312,camutanga,2017-05-20,1,85.0,1
10313,camutanga,2017-11-18,1,67.9,1
10314,camutanga,2018-07-04,1,142.9,1
10315,canaa,2017-02-08,1,54.99,1
10316,canaa dos carajas,2017-09-06,1,975.0,1
10317,canaa dos carajas,2017-09-14,1,34.9,1
10318,canaa dos carajas,2017-10-22,1,29.99,1
10319,canaa dos carajas,2018-02-25,2,150.9,2
10320,canaa dos carajas,2018-02-26,1,26.15,1
10321,canaa dos carajas,2018-04-18,1,170.0,1
10322,canaa dos carajas,2018-06-12,1,129.99,1
10323,canaa dos carajas,2018-08-08,1,49.0,1
10324,cananeia,2017-02-23,1,99.9,1
10325,cananeia,2017-04-06,1,18.99,1
10326,cananeia,2017-08-31,1,24.99,1
10327,cananeia,2018-02-01,1,69.9,1
10328,cananeia,2018-02-24,1,54.9,1
10329,cananeia,2018-03-12,1,109.99,1
10330,cananeia,2018-06-21,1,49.0,1
10331,cananeia,2018-08-21,1,299.99,1
10332,canapi,2018-06-04,1,230.0,1
10333,canapolis,2017-03-30,1,55.0,1
10334,canapolis,2017-10-06,1,75.0,1
10335,canapolis,2017-10-16,1,79.0,1
10336,canapolis,2017-11-24,1,116.9,1
10337,canapolis,2017-12-06,1,199.9,1
10338,canapolis,2018-01-15,1,13.65,1
10339,canarana,2017-06-11,1,52.9,1
10340,canarana,2017-07-19,1,194.25,1
10341,canarana,2018-01-20,1,199.0,1
10342,canarana,2018-02-17,1,144.99,1
10343,canarana,2018-03-13,1,88.9,1
10344,canarana,2018-03-14,2,107.8,2
10345,canarana,2018-03-29,1,90.0,1
10346,canarana,2018-04-23,1,90.0,1
10347,canarana,2018-05-27,1,50.9,1
10348,canarana,2018-06-11,1,84.99,1
10349,canarana,2018-06-14,1,107.9,1
10350,canavieiras,2017-04-28,1,49.75,1
10351,canavieiras,2017-08-03,1,600.0,1
10352,canavieiras,2017-11-24,1,39.5,1
10353,canavieiras,2018-03-21,1,47.65,1
10354,canavieiras,2018-04-09,1,35.0,1
10355,canavieiras,2018-07-24,1,27.9,1
10356,candeal,2018-04-25,1,144.99,1
10357,candeias,2017-08-21,1,69.0,1
10358,candeias,2017-09-10,2,219.9,2
10359,candeias,2017-09-17,1,72.9,1
10360,candeias,2017-10-22,1,27.99,1
10361,candeias,2017-12-04,1,29.0,1
10362,candeias,2017-12-14,1,299.9,1
10363,candeias,2017-12-27,1,89.9,1
10364,candeias,2018-01-16,2,222.8,2
10365,candeias,2018-01-18,1,14.4,1
10366,candeias,2018-02-23,1,194.9,1
10367,candeias,2018-03-02,1,18.9,1
10368,candeias,2018-03-13,1,54.99,1
10369,candeias,2018-04-09,1,74.9,1
10370,candeias,2018-04-30,1,93.0,1
10371,candeias,2018-06-11,1,129.0,1
10372,candeias,2018-07-14,2,171.9,2
10373,candeias,2018-07-26,1,79.0,1
10374,candeias,2018-08-13,1,17.19,1
10375,candeias do jamari,2017-09-30,1,279.0,1
10376,candelaria,2018-01-29,1,215.0,1
10377,candelaria,2018-04-01,1,39.0,1
10378,candelaria,2018-06-08,2,99.4,2
10379,candelaria,2018-06-25,1,219.99,1
10380,candido de abreu,2017-11-02,1,99.0,1
10381,candido de abreu,2017-11-30,1,67.9,1
10382,candido de abreu,2018-03-21,1,44.9,1
10383,candido de abreu,2018-06-27,2,149.0,2
10384,candido godoi,2018-05-15,6,900.0,6
10385,candido mendes,2017-11-28,2,239.8,2
10386,candido mota,2017-03-06,1,59.0,1
10387,candido mota,2017-03-28,1,15.99,1
10388,candido mota,2017-04-12,1,57.9,1
10389,candido mota,2017-09-26,1,35.0,1
10390,candido mota,2017-10-29,1,199.9,1
10391,candido mota,2017-11-16,1,21.99,1
10392,candido mota,2017-12-07,2,240.0,2
10393,candido mota,2017-12-08,1,166.99,1
10394,candido mota,2017-12-09,1,48.9,1
10395,candido mota,2017-12-27,1,229.0,1
10396,candido mota,2018-04-28,1,59.99,1
10397,candido mota,2018-04-30,1,61.97,1
10398,candido mota,2018-05-16,1,98.99,1
10399,candido mota,2018-06-06,1,39.9,1
10400,candido mota,2018-08-05,1,78.0,1
10401,candido rodrigues,2017-08-01,1,9.9,1
10402,candido rodrigues,2017-12-17,1,19.9,1
10403,candido rodrigues,2018-01-04,1,19.0,1
10404,candido rodrigues,2018-05-10,1,32.99,1
10405,candido sales,2017-07-20,1,259.9,1
10406,candido sales,2017-07-22,1,56.99,1
10407,candido sales,2018-04-01,1,79.9,1
10408,candiota,2017-07-07,1,99.0,1
10409,candiota,2017-11-04,1,288.0,1
10410,candiota,2017-12-01,1,235.9,1
10411,candiota,2017-12-07,1,179.8,1
10412,candoi,2018-07-01,2,43.0,2
10413,canela,2017-02-16,1,50.0,1
10414,canela,2017-05-24,1,28.8,1
10415,canela,2017-06-24,1,169.99,1
10416,canela,2017-08-07,1,190.0,1
10417,canela,2017-08-08,1,34.99,1
10418,canela,2017-09-19,2,219.9,2
10419,canela,2017-10-07,1,99.9,1
10420,canela,2017-12-14,1,29.5,1
10421,canela,2018-02-22,3,161.7,3
10422,canela,2018-03-05,1,19.95,1
10423,canela,2018-04-28,1,105.0,1
10424,canela,2018-05-18,1,878.0,1
10425,canela,2018-06-29,1,40.0,1
10426,canela,2018-07-09,1,169.9,1
10427,canela,2018-07-16,1,149.0,1
10428,canela,2018-08-07,1,72.0,1
10429,canelinha,2017-05-22,1,49.95,1
10430,canelinha,2018-01-22,1,655.0,1
10431,canelinha,2018-06-08,1,199.0,1
10432,canelinha,2018-06-09,1,29.99,1
10433,cangucu,2017-05-06,1,199.99,1
10434,cangucu,2017-09-24,1,36.9,1
10435,cangucu,2017-10-13,1,414.62,1
10436,cangucu,2017-11-23,1,190.9,1
10437,cangucu,2017-12-04,2,118.0,2
10438,cangucu,2017-12-06,1,59.0,1
10439,cangucu,2018-01-27,1,59.9,1
10440,cangucu,2018-02-18,2,64.98,2
10441,cangucu,2018-02-20,1,56.99,1
10442,cangucu,2018-04-22,1,53.9,1
10443,cangucu,2018-06-11,1,55.0,1
10444,canhotinho,2018-01-27,1,295.0,1
10445,canhotinho,2018-03-28,1,72.0,1
10446,caninde,2017-07-23,1,99.0,1
10447,caninde,2017-07-30,1,51.4,1
10448,caninde,2017-12-07,1,325.0,1
10449,caninde,2018-02-05,1,15.0,1
10450,caninde,2018-04-25,1,74.99,1
10451,caninde de sao francisco,2018-05-27,1,191.0,1
10452,caninde de sao francisco,2018-06-24,1,59.8,1
10453,canitar,2017-07-23,1,129.34,1
10454,canitar,2017-09-19,1,157.91,1
10455,canoas,2016-10-07,1,89.9,1
10456,canoas,2017-01-16,1,39.0,1
10457,canoas,2017-01-26,6,309.22,6
10458,canoas,2017-02-02,1,399.0,1
10459,canoas,2017-02-05,1,69.9,1
10460,canoas,2017-02-11,1,163.9,1
10461,canoas,2017-02-25,1,59.5,1
10462,canoas,2017-02-28,2,101.98,2
10463,canoas,2017-03-01,1,81.0,1
10464,canoas,2017-03-07,2,338.9,2
10465,canoas,2017-03-09,1,48.9,1
10466,canoas,2017-03-26,2,228.0,2
10467,canoas,2017-04-08,1,52.0,1
10468,canoas,2017-04-11,1,28.99,1
10469,canoas,2017-04-16,1,120.0,1
10470,canoas,2017-04-21,1,24.99,1
10471,canoas,2017-04-28,1,110.0,1
10472,canoas,2017-05-01,1,94.5,1
10473,canoas,2017-05-11,1,169.0,1
10474,canoas,2017-05-13,1,34.99,1
10475,canoas,2017-05-27,1,193.0,1
10476,canoas,2017-05-28,1,79.9,1
10477,canoas,2017-05-29,2,23.98,2
10478,canoas,2017-06-10,1,107.76,1
10479,canoas,2017-06-11,1,50.9,1
10480,canoas,2017-06-13,1,309.0,1
10481,canoas,2017-06-14,2,247.8,2
10482,canoas,2017-06-17,1,18.99,1
10483,canoas,2017-06-21,1,69.9,1
10484,canoas,2017-06-28,1,31.9,1
10485,canoas,2017-06-30,1,45.99,1
10486,canoas,2017-07-01,1,349.99,1
10487,canoas,2017-07-02,2,229.98000000000002,2
10488,canoas,2017-07-10,1,179.9,1
10489,canoas,2017-07-12,1,19.9,1
10490,canoas,2017-07-18,1,324.3,1
10491,canoas,2017-08-01,1,56.99,1
10492,canoas,2017-08-02,1,59.9,1
10493,canoas,2017-08-13,1,34.99,1
10494,canoas,2017-08-23,1,69.9,1
10495,canoas,2017-08-30,1,99.0,1
10496,canoas,2017-09-02,3,179.7,3
10497,canoas,2017-09-03,1,99.9,1
10498,canoas,2017-09-05,1,56.99,1
10499,canoas,2017-09-06,1,89.9,1
10500,canoas,2017-09-09,1,45.9,1
10501,canoas,2017-09-11,1,59.9,1
10502,canoas,2017-09-14,6,190.8,6
10503,canoas,2017-09-19,1,248.99,1
10504,canoas,2017-09-26,1,48.9,1
10505,canoas,2017-10-05,1,59.9,1
10506,canoas,2017-10-15,1,60.6,1
10507,canoas,2017-10-17,1,129.9,1
10508,canoas,2017-10-28,2,619.54,2
10509,canoas,2017-10-29,2,449.89,2
10510,canoas,2017-10-31,1,12.9,1
10511,canoas,2017-11-03,1,689.0,1
10512,canoas,2017-11-04,1,689.0,1
10513,canoas,2017-11-08,2,81.0,2
10514,canoas,2017-11-09,2,149.89,2
10515,canoas,2017-11-14,2,43.98,2
10516,canoas,2017-11-16,3,399.78999999999996,3
10517,canoas,2017-11-19,1,217.9,1
10518,canoas,2017-11-20,1,189.9,1
10519,canoas,2017-11-21,2,118.9,2
10520,canoas,2017-11-23,1,145.0,1
10521,canoas,2017-11-24,3,199.79000000000002,3
10522,canoas,2017-11-25,1,29.9,1
10523,canoas,2017-11-27,2,126.89000000000001,2
10524,canoas,2017-11-28,2,164.0,2
10525,canoas,2017-12-01,3,134.7,3
10526,canoas,2017-12-04,1,119.0,1
10527,canoas,2017-12-05,1,83.9,1
10528,canoas,2017-12-06,2,648.0,2
10529,canoas,2017-12-09,1,999.99,1
10530,canoas,2017-12-11,1,39.99,1
10531,canoas,2017-12-12,2,167.9,2
10532,canoas,2017-12-18,1,198.9,1
10533,canoas,2017-12-21,2,408.99,2
10534,canoas,2017-12-30,1,49.9,1
10535,canoas,2018-01-06,1,64.99,1
10536,canoas,2018-01-07,1,13.65,1
10537,canoas,2018-01-09,1,79.0,1
10538,canoas,2018-01-12,1,59.9,1
10539,canoas,2018-01-17,3,259.70000000000005,3
10540,canoas,2018-01-20,1,52.0,1
10541,canoas,2018-01-23,1,248.99,1
10542,canoas,2018-01-26,1,49.9,1
10543,canoas,2018-01-29,4,674.69,4
10544,canoas,2018-01-30,2,259.99,2
10545,canoas,2018-02-03,1,108.0,1
10546,canoas,2018-02-07,2,39.8,2
10547,canoas,2018-02-08,1,47.49,1
10548,canoas,2018-02-12,2,354.0,2
10549,canoas,2018-02-15,2,145.99,2
10550,canoas,2018-02-22,4,86.38,4
10551,canoas,2018-02-25,2,94.8,2
10552,canoas,2018-02-28,1,84.0,1
10553,canoas,2018-03-04,1,154.08,1
10554,canoas,2018-03-05,1,29.9,1
10555,canoas,2018-03-06,1,634.4,1
10556,canoas,2018-03-10,1,140.5,1
10557,canoas,2018-03-11,1,45.9,1
10558,canoas,2018-03-12,1,208.0,1
10559,canoas,2018-03-14,1,309.99,1
10560,canoas,2018-03-16,1,52.64,1
10561,canoas,2018-03-17,1,24.07,1
10562,canoas,2018-03-18,2,133.9,2
10563,canoas,2018-03-20,2,117.9,2
10564,canoas,2018-03-21,1,1054.0,1
10565,canoas,2018-03-22,2,155.0,2
10566,canoas,2018-03-31,2,179.8,2
10567,canoas,2018-04-04,1,89.8,1
10568,canoas,2018-04-05,1,31.0,1
10569,canoas,2018-04-11,1,79.99,1
10570,canoas,2018-04-17,1,49.9,1
10571,canoas,2018-04-22,1,95.0,1
10572,canoas,2018-04-24,1,122.9,1
10573,canoas,2018-04-29,1,385.0,1
10574,canoas,2018-05-02,1,79.9,1
10575,canoas,2018-05-03,2,314.0,2
10576,canoas,2018-05-04,1,299.99,1
10577,canoas,2018-05-05,1,200.0,1
10578,canoas,2018-05-06,2,91.98,2
10579,canoas,2018-05-07,2,89.80000000000001,2
10580,canoas,2018-05-11,1,209.99,1
10581,canoas,2018-05-14,2,107.58,2
10582,canoas,2018-05-17,1,124.9,1
10583,canoas,2018-05-18,1,75.0,1
10584,canoas,2018-05-19,1,39.5,1
10585,canoas,2018-05-27,1,79.0,1
10586,canoas,2018-06-03,2,42.89,2
10587,canoas,2018-06-04,1,239.0,1
10588,canoas,2018-06-08,1,68.0,1
10589,canoas,2018-06-10,1,159.9,1
10590,canoas,2018-06-15,1,9.9,1
10591,canoas,2018-06-16,1,105.4,1
10592,canoas,2018-06-17,1,12.25,1
10593,canoas,2018-06-23,3,265.89,3
10594,canoas,2018-06-24,2,635.99,2
10595,canoas,2018-06-27,1,60.0,1
10596,canoas,2018-07-02,6,313.5,6
10597,canoas,2018-07-03,1,13.47,1
10598,canoas,2018-07-08,3,142.99,3
10599,canoas,2018-07-10,1,30.8,1
10600,canoas,2018-07-11,1,293.9,1
10601,canoas,2018-07-16,1,107.9,1
10602,canoas,2018-07-19,1,84.99,1
10603,canoas,2018-07-21,1,35.9,1
10604,canoas,2018-07-23,3,232.8,3
10605,canoas,2018-07-24,1,259.9,1
10606,canoas,2018-07-27,1,112.99,1
10607,canoas,2018-07-31,1,129.9,1
10608,canoas,2018-08-06,1,228.0,1
10609,canoas,2018-08-07,1,122.99,1
10610,canoas,2018-08-10,1,270.0,1
10611,canoas,2018-08-15,1,29.99,1
10612,canoinhas,2017-02-15,1,29.99,1
10613,canoinhas,2017-05-18,1,49.9,1
10614,canoinhas,2017-06-05,2,81.99000000000001,2
10615,canoinhas,2017-06-25,1,54.9,1
10616,canoinhas,2017-06-27,1,319.0,1
10617,canoinhas,2017-07-01,1,279.99,1
10618,canoinhas,2017-07-09,1,50.1,1
10619,canoinhas,2017-08-03,1,65.0,1
10620,canoinhas,2017-08-05,1,29.99,1
10621,canoinhas,2017-08-11,1,1380.0,1
10622,canoinhas,2017-09-05,1,113.57,1
10623,canoinhas,2017-09-14,1,8.9,1
10624,canoinhas,2017-10-03,1,219.99,1
10625,canoinhas,2017-10-13,1,69.9,1
10626,canoinhas,2017-10-15,1,31.9,1
10627,canoinhas,2018-01-17,1,29.99,1
10628,canoinhas,2018-03-13,1,167.0,1
10629,canoinhas,2018-03-15,1,169.99,1
10630,canoinhas,2018-03-17,1,15.12,1
10631,canoinhas,2018-04-30,1,430.0,1
10632,canoinhas,2018-05-02,2,218.99,2
10633,canoinhas,2018-05-09,1,107.9,1
10634,canoinhas,2018-06-28,1,287.0,1
10635,canoinhas,2018-07-16,1,169.9,1
10636,canoinhas,2018-07-25,2,202.0,2
10637,cansancao,2017-12-14,1,13.65,1
10638,cansancao,2018-01-04,1,120.0,1
10639,cansancao,2018-01-06,1,54.91,1
10640,cansancao,2018-04-19,1,13.5,1
10641,cansancao,2018-05-17,1,399.0,1
10642,cansancao,2018-06-04,1,119.9,1
10643,cansancao,2018-06-11,1,46.0,1
10644,cantagalo,2016-10-10,1,49.0,1
10645,cantagalo,2017-02-06,2,91.38,2
10646,cantagalo,2017-03-06,1,65.99,1
10647,cantagalo,2017-03-11,1,239.0,1
10648,cantagalo,2017-04-23,1,49.0,1
10649,cantagalo,2017-05-21,1,89.9,1
10650,cantagalo,2017-07-03,1,49.9,1
10651,cantagalo,2017-08-11,1,219.97,1
10652,cantagalo,2017-09-24,1,179.9,1
10653,cantagalo,2017-11-24,1,89.9,1
10654,cantagalo,2017-12-30,1,122.9,1
10655,cantagalo,2018-01-08,1,12.98,1
10656,cantagalo,2018-01-17,1,65.0,1
10657,cantagalo,2018-02-15,1,59.8,1
10658,cantagalo,2018-02-16,1,108.0,1
10659,cantagalo,2018-03-04,1,149.9,1
10660,cantagalo,2018-04-16,1,120.0,1
10661,cantagalo,2018-05-16,1,63.9,1
10662,cantagalo,2018-05-21,1,49.0,1
10663,cantagalo,2018-06-18,1,429.0,1
10664,cantanhede,2018-01-12,1,689.0,1
10665,canto do buriti,2017-10-04,1,599.5,1
10666,canudos,2018-06-29,1,174.9,1
10667,capanema,2017-02-21,1,9.9,1
10668,capanema,2017-03-09,1,109.9,1
10669,capanema,2017-09-22,1,76.49,1
10670,capanema,2017-10-05,5,299.5,5
10671,capanema,2018-01-13,1,49.0,1
10672,capanema,2018-01-22,1,120.0,1
10673,capanema,2018-04-24,1,99.99,1
10674,capanema,2018-07-12,1,24.99,1
10675,capanema,2018-07-14,1,18.9,1
10676,capanema,2018-07-19,2,210.0,2
10677,capanema,2018-08-21,1,59.9,1
10678,capao bonito,2017-03-01,1,175.99,1
10679,capao bonito,2017-04-06,1,469.9,1
10680,capao bonito,2017-04-11,1,101.0,1
10681,capao bonito,2017-05-09,1,69.9,1
10682,capao bonito,2017-05-12,1,109.9,1
10683,capao bonito,2017-05-29,1,139.9,1
10684,capao bonito,2017-06-06,3,225.20000000000002,3
10685,capao bonito,2017-07-20,1,52.9,1
10686,capao bonito,2017-07-23,1,25.9,1
10687,capao bonito,2017-07-29,1,51.92,1
10688,capao bonito,2017-09-27,1,259.9,1
10689,capao bonito,2017-10-04,1,235.43,1
10690,capao bonito,2017-11-24,3,149.28,3
10691,capao bonito,2018-01-22,1,49.0,1
10692,capao bonito,2018-01-31,1,61.8,1
10693,capao bonito,2018-02-03,1,109.9,1
10694,capao bonito,2018-03-19,1,92.5,1
10695,capao bonito,2018-04-02,1,109.9,1
10696,capao bonito,2018-04-08,1,45.0,1
10697,capao bonito,2018-04-10,1,190.0,1
10698,capao bonito,2018-04-13,1,53.9,1
10699,capao bonito,2018-04-14,1,12.67,1
10700,capao bonito,2018-05-13,1,58.99,1
10701,capao bonito,2018-05-18,3,99.0,3
10702,capao bonito,2018-06-06,1,29.3,1
10703,capao bonito,2018-06-16,1,49.99,1
10704,capao da canoa,2017-02-15,1,10.99,1
10705,capao da canoa,2017-04-04,1,28.45,1
10706,capao da canoa,2017-05-02,1,349.0,1
10707,capao da canoa,2017-05-13,1,89.9,1
10708,capao da canoa,2017-05-31,3,77.69999999999999,3
10709,capao da canoa,2017-06-03,1,129.99,1
10710,capao da canoa,2017-06-25,1,24.75,1
10711,capao da canoa,2017-07-22,1,69.9,1
10712,capao da canoa,2017-07-29,1,35.99,1
10713,capao da canoa,2017-08-19,1,39.9,1
10714,capao da canoa,2017-08-21,1,200.0,1
10715,capao da canoa,2017-09-04,1,339.9,1
10716,capao da canoa,2017-09-21,1,68.9,1
10717,capao da canoa,2017-10-02,1,165.0,1
10718,capao da canoa,2017-10-27,1,89.9,1
10719,capao da canoa,2017-11-06,1,415.0,1
10720,capao da canoa,2017-11-17,1,31.5,1
10721,capao da canoa,2017-12-01,1,30.21,1
10722,capao da canoa,2017-12-03,1,50.0,1
10723,capao da canoa,2017-12-09,1,54.9,1
10724,capao da canoa,2017-12-18,1,179.75,1
10725,capao da canoa,2018-01-13,1,19.9,1
10726,capao da canoa,2018-01-19,1,199.9,1
10727,capao da canoa,2018-01-22,1,42.9,1
10728,capao da canoa,2018-01-29,1,82.5,1
10729,capao da canoa,2018-02-26,1,169.0,1
10730,capao da canoa,2018-02-27,1,69.9,1
10731,capao da canoa,2018-03-08,1,58.99,1
10732,capao da canoa,2018-04-20,1,179.9,1
10733,capao da canoa,2018-05-07,1,57.89,1
10734,capao da canoa,2018-05-10,1,45.0,1
10735,capao da canoa,2018-05-23,1,25.73,1
10736,capao da canoa,2018-06-20,3,258.70000000000005,3
10737,capao da canoa,2018-07-05,1,151.98,1
10738,capao da canoa,2018-07-06,2,249.89000000000001,2
10739,capao da canoa,2018-08-17,2,160.0,2
10740,capao da porteira,2018-03-03,1,99.0,1
10741,capao da porteira,2018-07-05,1,58.0,1
10742,capao do cipo,2017-07-26,1,19.9,1
10743,capao do cipo,2017-12-31,1,128.8,1
10744,capao do cipo,2018-01-04,1,73.5,1
10745,capao do leao,2017-02-15,1,890.0,1
10746,capao do leao,2017-09-12,2,119.8,2
10747,capao do leao,2017-09-19,1,49.95,1
10748,capao do leao,2018-01-05,1,12.5,1
10749,caparao,2017-04-20,1,49.9,1
10750,capela,2017-08-11,1,49.9,1
10751,capela,2017-12-13,4,265.52,4
10752,capela,2018-02-14,4,265.52,4
10753,capela de santana,2017-09-24,1,125.0,1
10754,capela de santana,2018-04-30,1,227.0,1
10755,capela do alto,2017-04-01,1,275.0,1
10756,capela do alto,2018-03-15,1,239.99,1
10757,capela do alto,2018-08-08,1,319.0,1
10758,capela do alto alegre,2018-02-10,1,39.99,1
10759,capela nova,2018-08-08,1,89.77,1
10760,capelinha,2017-03-23,1,13.9,1
10761,capelinha,2017-05-31,1,66.99,1
10762,capelinha,2017-07-31,1,14.9,1
10763,capelinha,2017-08-15,1,99.9,1
10764,capelinha,2017-09-07,1,59.9,1
10765,capelinha,2017-09-13,1,89.9,1
10766,capelinha,2017-09-19,1,325.0,1
10767,capelinha,2017-11-12,1,549.9,1
10768,capelinha,2017-11-21,1,41.5,1
10769,capelinha,2017-12-01,1,69.99,1
10770,capelinha,2017-12-02,1,89.99,1
10771,capelinha,2018-01-10,1,29.9,1
10772,capelinha,2018-04-03,1,54.99,1
10773,capelinha,2018-04-13,1,299.0,1
10774,capelinha,2018-05-14,1,230.0,1
10775,capelinha,2018-05-28,1,69.0,1
10776,capelinha,2018-06-05,1,32.9,1
10777,capelinha,2018-06-13,2,399.8,2
10778,capelinha,2018-06-25,1,25.5,1
10779,capetinga,2018-03-27,1,53.9,1
10780,capetinga,2018-06-19,1,145.0,1
10781,capim branco,2016-10-05,1,54.9,1
10782,capim branco,2018-05-09,1,97.88,1
10783,capim grosso,2017-03-29,1,99.99,1
10784,capim grosso,2017-09-04,1,55.0,1
10785,capim grosso,2017-11-24,1,19.9,1
10786,capim grosso,2018-01-12,1,104.0,1
10787,capim grosso,2018-03-07,1,269.0,1
10788,capinopolis,2016-10-10,1,19.9,1
10789,capinopolis,2017-02-15,1,45.0,1
10790,capinopolis,2017-05-01,2,85.99,2
10791,capinopolis,2017-09-23,1,99.0,1
10792,capinopolis,2017-10-24,1,29.9,1
10793,capinopolis,2017-11-11,1,59.99,1
10794,capinopolis,2017-12-05,1,195.0,1
10795,capinopolis,2018-01-28,1,187.9,1
10796,capinopolis,2018-03-02,1,126.0,1
10797,capinopolis,2018-05-18,1,129.0,1
10798,capinopolis,2018-08-22,1,64.5,1
10799,capinzal,2017-03-03,1,19.99,1
10800,capinzal,2017-04-21,1,169.9,1
10801,capinzal,2017-05-31,1,39.99,1
10802,capinzal,2017-07-28,1,56.9,1
10803,capinzal,2017-09-27,2,149.8,2
10804,capinzal,2017-11-24,1,549.0,1
10805,capinzal,2017-12-21,1,29.99,1
10806,capinzal,2018-05-22,1,135.0,1
10807,capinzal,2018-06-12,2,57.98,2
10808,capinzal,2018-08-14,1,12.0,1
10809,capinzal do norte,2017-11-16,1,115.0,1
10810,capinzal do norte,2018-02-02,1,280.0,1
10811,capistrano,2018-07-15,1,35.0,1
10812,capitao,2018-04-23,2,107.8,2
10813,capitao andrade,2018-05-07,1,199.0,1
10814,capitao eneas,2017-02-10,2,65.6,2
10815,capitao leonidas marques,2017-03-10,2,69.8,2
10816,capitao leonidas marques,2017-12-20,1,53.99,1
10817,capitao leonidas marques,2018-01-28,1,129.99,1
10818,capitao leonidas marques,2018-07-25,1,55.0,1
10819,capitao leonidas marques,2018-08-05,1,99.0,1
10820,capitao poco,2017-10-11,1,179.49,1
10821,capitao poco,2018-01-03,1,179.99,1
10822,capitao poco,2018-01-08,1,45.9,1
10823,capitolio,2017-09-12,1,56.99,1
10824,capitolio,2018-03-20,6,101.39999999999999,6
10825,capitolio,2018-07-16,1,49.0,1
10826,capitolio,2018-08-02,1,45.0,1
10827,capitolio,2018-08-22,2,134.5,2
10828,capivari,2016-10-08,1,74.9,1
10829,capivari,2017-01-25,1,23.9,1
10830,capivari,2017-01-26,1,239.9,1
10831,capivari,2017-03-21,1,59.9,1
10832,capivari,2017-03-27,1,15.75,1
10833,capivari,2017-04-13,1,26.0,1
10834,capivari,2017-05-01,1,89.9,1
10835,capivari,2017-05-08,1,39.0,1
10836,capivari,2017-06-09,1,180.0,1
10837,capivari,2017-07-15,1,31.99,1
10838,capivari,2017-08-02,1,89.9,1
10839,capivari,2017-08-10,1,527.99,1
10840,capivari,2017-09-01,1,1200.0,1
10841,capivari,2017-09-17,1,159.0,1
10842,capivari,2017-09-27,1,158.0,1
10843,capivari,2017-10-23,1,145.0,1
10844,capivari,2017-11-29,1,94.9,1
10845,capivari,2017-11-30,1,34.9,1
