index,product_category_name_english,order_purchase_timestamp,total_sold_x,total_revenue,total_sold_y
2517,books_general_interest,2017-06-07,3,221.2,3
2518,books_general_interest,2017-06-08,2,127.0,2
2519,books_general_interest,2017-06-11,1,133.9,1
2520,books_general_interest,2017-06-14,1,115.0,1
2521,books_general_interest,2017-06-15,1,109.9,1
2522,books_general_interest,2017-06-18,1,135.0,1
2523,books_general_interest,2017-06-19,3,374.8,3
2524,books_general_interest,2017-06-20,1,139.9,1
2525,books_general_interest,2017-06-22,1,115.0,1
2526,books_general_interest,2017-06-29,2,48.68,2
2527,books_general_interest,2017-06-30,1,53.9,1
2528,books_general_interest,2017-07-01,1,114.9,1
2529,books_general_interest,2017-07-05,1,122.5,1
2530,books_general_interest,2017-07-16,1,115.0,1
2531,books_general_interest,2017-07-17,4,327.6,4
2532,books_general_interest,2017-07-18,2,198.8,2
2533,books_general_interest,2017-07-24,1,129.9,1
2534,books_general_interest,2017-07-25,1,133.9,1
2535,books_general_interest,2017-07-29,1,119.9,1
2536,books_general_interest,2017-07-31,1,29.9,1
2537,books_general_interest,2017-08-01,1,115.0,1
2538,books_general_interest,2017-08-02,2,282.09000000000003,2
2539,books_general_interest,2017-08-04,1,29.9,1
2540,books_general_interest,2017-08-08,3,212.8,3
2541,books_general_interest,2017-08-09,1,115.0,1
2542,books_general_interest,2017-08-11,2,250.0,2
2543,books_general_interest,2017-08-12,1,115.0,1
2544,books_general_interest,2017-08-13,1,20.0,1
2545,books_general_interest,2017-08-18,1,133.9,1
2546,books_general_interest,2017-08-20,1,68.0,1
2547,books_general_interest,2017-08-21,3,270.4,3
2548,books_general_interest,2017-08-22,2,60.82,2
2549,books_general_interest,2017-08-27,1,43.3,1
2550,books_general_interest,2017-08-28,1,135.0,1
2551,books_general_interest,2017-08-29,1,32.0,1
2552,books_general_interest,2017-08-30,4,261.89,4
2553,books_general_interest,2017-08-31,1,129.9,1
2554,books_general_interest,2017-09-02,1,129.9,1
2555,books_general_interest,2017-09-03,2,150.9,2
2556,books_general_interest,2017-09-06,2,44.64,2
2557,books_general_interest,2017-09-07,1,53.9,1
2558,books_general_interest,2017-09-12,2,152.4,2
2559,books_general_interest,2017-09-13,2,177.3,2
2560,books_general_interest,2017-09-14,1,115.0,1
2561,books_general_interest,2017-09-27,2,64.9,2
2562,books_general_interest,2017-09-28,1,43.3,1
2563,books_general_interest,2017-10-01,4,180.0,4
2564,books_general_interest,2017-10-05,1,108.9,1
2565,books_general_interest,2017-10-11,1,22.9,1
2566,books_general_interest,2017-10-13,1,38.9,1
2567,books_general_interest,2017-10-17,1,115.0,1
2568,books_general_interest,2017-10-18,1,108.9,1
2569,books_general_interest,2017-10-30,1,44.9,1
2570,books_general_interest,2017-10-31,1,115.0,1
2571,books_general_interest,2017-11-01,3,173.8,3
2572,books_general_interest,2017-11-06,1,74.0,1
2573,books_general_interest,2017-11-07,1,108.9,1
2574,books_general_interest,2017-11-09,1,10.9,1
2575,books_general_interest,2017-11-11,1,39.9,1
2576,books_general_interest,2017-11-13,1,129.99,1
2577,books_general_interest,2017-11-16,2,248.9,2
2578,books_general_interest,2017-11-17,1,108.9,1
2579,books_general_interest,2017-11-19,2,240.0,2
2580,books_general_interest,2017-11-20,1,108.9,1
2581,books_general_interest,2017-11-21,2,144.9,2
2582,books_general_interest,2017-11-22,1,29.9,1
2583,books_general_interest,2017-11-23,2,43.8,2
2584,books_general_interest,2017-11-24,6,377.49,6
2585,books_general_interest,2017-11-26,1,84.9,1
2586,books_general_interest,2017-11-27,4,210.70000000000002,4
2587,books_general_interest,2017-11-28,4,147.79,4
2588,books_general_interest,2017-11-29,2,317.4,2
2589,books_general_interest,2017-11-30,1,29.9,1
2590,books_general_interest,2017-12-01,1,19.6,1
2591,books_general_interest,2017-12-02,1,74.0,1
2592,books_general_interest,2017-12-05,1,66.9,1
2593,books_general_interest,2017-12-07,4,167.8,4
2594,books_general_interest,2017-12-08,5,264.6,5
2595,books_general_interest,2017-12-09,2,65.8,2
2596,books_general_interest,2017-12-11,2,149.8,2
2597,books_general_interest,2017-12-12,2,145.0,2
2598,books_general_interest,2017-12-13,1,6.0,1
2599,books_general_interest,2017-12-14,1,38.0,1
2600,books_general_interest,2017-12-15,1,34.0,1
2601,books_general_interest,2017-12-16,2,153.0,2
2602,books_general_interest,2017-12-17,1,36.0,1
2603,books_general_interest,2017-12-18,1,28.0,1
2604,books_general_interest,2017-12-19,2,73.9,2
2605,books_general_interest,2017-12-21,1,44.9,1
2606,books_general_interest,2017-12-22,1,32.9,1
2607,books_general_interest,2017-12-23,3,176.9,3
2608,books_general_interest,2017-12-24,1,159.9,1
2609,books_general_interest,2017-12-26,3,275.9,3
2610,books_general_interest,2017-12-27,1,117.5,1
2611,books_general_interest,2017-12-28,2,153.8,2
2612,books_general_interest,2017-12-29,1,34.0,1
2613,books_general_interest,2017-12-31,1,34.0,1
2614,books_general_interest,2018-01-01,1,59.0,1
2615,books_general_interest,2018-01-02,1,34.0,1
2616,books_general_interest,2018-01-03,1,19.95,1
2617,books_general_interest,2018-01-04,2,142.9,2
2618,books_general_interest,2018-01-05,2,69.9,2
2619,books_general_interest,2018-01-06,2,53.95,2
2620,books_general_interest,2018-01-08,1,29.9,1
2621,books_general_interest,2018-01-09,6,281.75,6
2622,books_general_interest,2018-01-10,2,153.8,2
2623,books_general_interest,2018-01-11,2,68.0,2
2624,books_general_interest,2018-01-12,1,59.9,1
2625,books_general_interest,2018-01-13,2,174.8,2
2626,books_general_interest,2018-01-15,2,56.099999999999994,2
2627,books_general_interest,2018-01-16,1,34.0,1
2628,books_general_interest,2018-01-17,3,112.9,3
2629,books_general_interest,2018-01-19,1,108.9,1
2630,books_general_interest,2018-01-20,1,44.9,1
2631,books_general_interest,2018-01-22,6,414.7,6
2632,books_general_interest,2018-01-23,1,38.0,1
2633,books_general_interest,2018-01-25,2,68.0,2
2634,books_general_interest,2018-01-27,1,39.0,1
2635,books_general_interest,2018-01-28,1,19.95,1
2636,books_general_interest,2018-01-29,1,31.0,1
2637,books_general_interest,2018-01-30,1,44.9,1
2638,books_general_interest,2018-02-02,1,22.9,1
2639,books_general_interest,2018-02-03,2,42.9,2
2640,books_general_interest,2018-02-04,1,19.95,1
2641,books_general_interest,2018-02-05,1,44.9,1
2642,books_general_interest,2018-02-06,1,39.0,1
2643,books_general_interest,2018-02-08,1,115.0,1
2644,books_general_interest,2018-02-10,1,38.0,1
2645,books_general_interest,2018-02-11,2,45.0,2
2646,books_general_interest,2018-02-12,1,35.9,1
2647,books_general_interest,2018-02-13,1,15.0,1
2648,books_general_interest,2018-02-14,4,267.9,4
2649,books_general_interest,2018-02-15,1,108.9,1
2650,books_general_interest,2018-02-16,1,115.0,1
2651,books_general_interest,2018-02-18,1,84.9,1
2652,books_general_interest,2018-02-19,3,154.9,3
2653,books_general_interest,2018-02-20,1,115.0,1
2654,books_general_interest,2018-02-21,1,115.0,1
2655,books_general_interest,2018-02-25,1,225.0,1
2656,books_general_interest,2018-02-26,1,49.0,1
2657,books_general_interest,2018-02-27,1,117.5,1
2658,books_general_interest,2018-02-28,1,115.0,1
2659,books_general_interest,2018-03-02,2,38.849999999999994,2
2660,books_general_interest,2018-03-03,6,112.45,6
2661,books_general_interest,2018-03-04,1,44.0,1
2662,books_general_interest,2018-03-05,1,19.95,1
2663,books_general_interest,2018-03-07,1,115.0,1
2664,books_general_interest,2018-03-10,1,39.9,1
2665,books_general_interest,2018-03-12,1,63.9,1
2666,books_general_interest,2018-03-13,5,355.7,5
2667,books_general_interest,2018-03-14,3,77.25,3
2668,books_general_interest,2018-03-16,3,249.95,3
2669,books_general_interest,2018-03-17,3,142.85,3
2670,books_general_interest,2018-03-19,1,115.0,1
2671,books_general_interest,2018-03-20,1,17.45,1
2672,books_general_interest,2018-03-21,3,89.85,3
2673,books_general_interest,2018-03-26,2,75.0,2
2674,books_general_interest,2018-03-27,2,94.99,2
2675,books_general_interest,2018-03-28,1,19.9,1
2676,books_general_interest,2018-03-30,1,19.95,1
2677,books_general_interest,2018-04-01,1,149.0,1
2678,books_general_interest,2018-04-05,5,760.88,5
2679,books_general_interest,2018-04-06,1,87.0,1
2680,books_general_interest,2018-04-07,1,74.9,1
2681,books_general_interest,2018-04-08,1,524.9,1
2682,books_general_interest,2018-04-12,5,237.95,5
2683,books_general_interest,2018-04-13,1,524.9,1
2684,books_general_interest,2018-04-16,2,117.80000000000001,2
2685,books_general_interest,2018-04-17,1,39.9,1
2686,books_general_interest,2018-04-18,2,104.80000000000001,2
2687,books_general_interest,2018-04-19,5,228.5,5
2688,books_general_interest,2018-04-20,3,469.7,3
2689,books_general_interest,2018-04-21,1,39.99,1
2690,books_general_interest,2018-04-22,6,1444.6499999999999,6
2691,books_general_interest,2018-04-23,2,132.45,2
2692,books_general_interest,2018-04-24,3,616.39,3
2693,books_general_interest,2018-04-25,2,117.4,2
2694,books_general_interest,2018-04-26,1,79.9,1
2695,books_general_interest,2018-04-27,5,489.5,5
2696,books_general_interest,2018-04-30,1,34.0,1
2697,books_general_interest,2018-05-01,2,584.89,2
2698,books_general_interest,2018-05-02,4,608.79,4
2699,books_general_interest,2018-05-03,4,768.9,4
2700,books_general_interest,2018-05-04,2,42.349999999999994,2
2701,books_general_interest,2018-05-05,1,69.45,1
2702,books_general_interest,2018-05-06,4,55.7,4
2703,books_general_interest,2018-05-07,2,574.89,2
2704,books_general_interest,2018-05-08,2,124.89000000000001,2
2705,books_general_interest,2018-05-09,1,19.95,1
2706,books_general_interest,2018-05-10,2,44.849999999999994,2
2707,books_general_interest,2018-05-11,6,219.69,6
2708,books_general_interest,2018-05-14,3,629.8,3
2709,books_general_interest,2018-05-15,4,135.4,4
2710,books_general_interest,2018-05-16,2,1044.8,2
2711,books_general_interest,2018-05-18,4,638.6899999999999,4
2712,books_general_interest,2018-05-19,2,89.35,2
2713,books_general_interest,2018-05-21,2,177.8,2
2714,books_general_interest,2018-05-28,1,19.95,1
2715,books_general_interest,2018-05-29,1,39.99,1
2716,books_general_interest,2018-05-30,1,35.0,1
2717,books_general_interest,2018-06-02,2,30.0,2
2718,books_general_interest,2018-06-04,2,75.89,2
2719,books_general_interest,2018-06-06,2,49.849999999999994,2
2720,books_general_interest,2018-06-07,4,149.37,4
2721,books_general_interest,2018-06-08,1,519.9,1
2722,books_general_interest,2018-06-09,1,29.95,1
2723,books_general_interest,2018-06-11,1,19.95,1
2724,books_general_interest,2018-06-12,1,24.9,1
2725,books_general_interest,2018-06-13,4,248.79000000000002,4
2726,books_general_interest,2018-06-15,2,99.96000000000001,2
2727,books_general_interest,2018-06-16,1,115.0,1
2728,books_general_interest,2018-06-18,1,59.99,1
2729,books_general_interest,2018-06-19,4,151.69,4
2730,books_general_interest,2018-06-20,2,139.9,2
2731,books_general_interest,2018-06-23,1,19.95,1
2732,books_general_interest,2018-06-24,2,556.9,2
2733,books_general_interest,2018-06-25,3,736.8,3
2734,books_general_interest,2018-06-27,2,144.9,2
2735,books_general_interest,2018-06-29,1,55.9,1
2736,books_general_interest,2018-07-02,2,554.8,2
2737,books_general_interest,2018-07-03,1,514.9,1
2738,books_general_interest,2018-07-05,3,404.89,3
2739,books_general_interest,2018-07-08,1,69.9,1
2740,books_general_interest,2018-07-12,1,115.89,1
2741,books_general_interest,2018-07-14,1,514.9,1
2742,books_general_interest,2018-07-18,4,109.28,4
2743,books_general_interest,2018-07-20,1,34.0,1
2744,books_general_interest,2018-07-23,3,753.8,3
2745,books_general_interest,2018-07-24,2,69.0,2
2746,books_general_interest,2018-07-25,1,30.4,1
2747,books_general_interest,2018-07-26,1,549.9,1
2748,books_general_interest,2018-07-29,1,154.9,1
2749,books_general_interest,2018-07-30,2,144.99,2
2750,books_general_interest,2018-07-31,1,55.9,1
2751,books_general_interest,2018-08-01,2,79.8,2
2752,books_general_interest,2018-08-02,1,17.77,1
2753,books_general_interest,2018-08-03,3,219.79000000000002,3
2754,books_general_interest,2018-08-04,1,27.99,1
2755,books_general_interest,2018-08-05,1,74.9,1
2756,books_general_interest,2018-08-06,1,65.9,1
2757,books_general_interest,2018-08-07,3,105.95,3
2758,books_general_interest,2018-08-08,3,189.89,3
2759,books_general_interest,2018-08-10,2,91.9,2
2760,books_general_interest,2018-08-11,1,32.49,1
2761,books_general_interest,2018-08-12,3,59.849999999999994,3
2762,books_general_interest,2018-08-13,4,130.65,4
2763,books_general_interest,2018-08-14,1,59.9,1
2764,books_general_interest,2018-08-18,1,25.0,1
2765,books_general_interest,2018-08-19,1,44.9,1
2766,books_general_interest,2018-08-20,1,87.9,1
2767,books_general_interest,2018-08-21,1,39.9,1
2768,books_general_interest,2018-08-22,1,19.9,1
2769,books_general_interest,2018-08-23,1,30.0,1
2770,books_general_interest,2018-08-24,3,135.4,3
2771,books_general_interest,2018-08-27,1,25.0,1
2772,books_imported,2017-04-20,1,19.99,1
2773,books_imported,2017-06-16,2,99.0,2
2774,books_imported,2017-08-21,1,61.0,1
2775,books_imported,2017-09-03,1,61.0,1
2776,books_imported,2017-09-15,1,63.0,1
2777,books_imported,2017-09-18,2,166.0,2
2778,books_imported,2017-11-03,2,170.0,2
2779,books_imported,2017-11-25,1,77.0,1
2780,books_imported,2017-12-04,1,77.0,1
2781,books_imported,2017-12-14,1,77.0,1
2782,books_imported,2017-12-18,1,77.0,1
2783,books_imported,2018-01-08,1,99.0,1
2784,books_imported,2018-01-11,1,135.0,1
2785,books_imported,2018-01-15,1,65.0,1
2786,books_imported,2018-01-18,1,82.0,1
2787,books_imported,2018-01-29,1,125.0,1
2788,books_imported,2018-01-31,1,77.0,1
2789,books_imported,2018-02-02,1,83.0,1
2790,books_imported,2018-02-15,1,165.0,1
2791,books_imported,2018-02-23,1,77.0,1
2792,books_imported,2018-03-14,2,154.0,2
2793,books_imported,2018-03-22,1,105.0,1
2794,books_imported,2018-04-02,1,69.0,1
2795,books_imported,2018-04-04,1,105.0,1
2796,books_imported,2018-04-11,1,125.0,1
2797,books_imported,2018-04-28,1,18.99,1
2798,books_imported,2018-05-07,2,40.98,2
2799,books_imported,2018-05-11,1,18.99,1
2800,books_imported,2018-05-15,1,18.99,1
2801,books_imported,2018-05-16,1,58.99,1
2802,books_imported,2018-05-18,1,18.99,1
2803,books_imported,2018-05-21,2,212.0,2
2804,books_imported,2018-05-22,1,18.99,1
2805,books_imported,2018-05-23,1,22.99,1
2806,books_imported,2018-06-06,1,24.95,1
2807,books_imported,2018-06-10,1,59.89,1
2808,books_imported,2018-06-12,1,59.89,1
2809,books_imported,2018-06-13,2,83.88,2
2810,books_imported,2018-06-14,1,59.89,1
2811,books_imported,2018-06-24,1,59.89,1
2812,books_imported,2018-06-26,1,59.89,1
2813,books_imported,2018-06-29,1,59.89,1
2814,books_imported,2018-07-02,2,137.88,2
2815,books_imported,2018-07-03,2,129.98,2
2816,books_imported,2018-07-05,1,44.99,1
2817,books_imported,2018-07-15,1,19.99,1
2818,books_imported,2018-07-30,1,24.95,1
2819,books_imported,2018-08-07,1,749.0,1
2820,books_technical,2017-02-15,1,159.0,1
2821,books_technical,2017-03-10,1,30.0,1
2822,books_technical,2017-03-15,1,45.0,1
2823,books_technical,2017-04-06,1,75.0,1
2824,books_technical,2017-05-01,1,88.5,1
2825,books_technical,2017-05-03,1,24.9,1
2826,books_technical,2017-05-12,1,148.6,1
2827,books_technical,2017-06-02,1,65.9,1
2828,books_technical,2017-06-09,1,80.0,1
2829,books_technical,2017-07-28,1,199.0,1
2830,books_technical,2017-07-31,1,329.0,1
2831,books_technical,2017-08-04,1,145.0,1
2832,books_technical,2017-08-10,1,130.0,1
2833,books_technical,2017-08-11,1,46.55,1
2834,books_technical,2017-08-21,1,384.93,1
2835,books_technical,2017-08-24,1,180.0,1
2836,books_technical,2017-08-26,1,102.0,1
2837,books_technical,2017-08-28,1,89.0,1
2838,books_technical,2017-08-30,1,89.0,1
2839,books_technical,2017-08-31,1,29.9,1
2840,books_technical,2017-09-11,2,230.35,2
2841,books_technical,2017-09-13,1,99.0,1
2842,books_technical,2017-09-15,1,79.0,1
2843,books_technical,2017-09-16,1,90.0,1
2844,books_technical,2017-09-17,1,125.0,1
2845,books_technical,2017-09-19,1,269.0,1
2846,books_technical,2017-09-30,1,109.0,1
2847,books_technical,2017-10-01,1,35.0,1
2848,books_technical,2017-10-03,1,49.0,1
2849,books_technical,2017-10-20,1,70.0,1
2850,books_technical,2017-10-23,1,188.0,1
2851,books_technical,2017-10-29,1,269.0,1
2852,books_technical,2017-10-31,1,269.0,1
2853,books_technical,2017-11-23,1,127.0,1
2854,books_technical,2017-11-24,1,127.0,1
2855,books_technical,2017-11-25,2,343.0,2
2856,books_technical,2017-11-29,1,127.0,1
2857,books_technical,2017-11-30,1,44.9,1
2858,books_technical,2017-12-02,1,137.94,1
2859,books_technical,2017-12-05,1,127.0,1
2860,books_technical,2017-12-10,1,130.8,1
2861,books_technical,2017-12-11,1,274.95,1
2862,books_technical,2018-01-02,1,274.95,1
2863,books_technical,2018-01-10,1,56.0,1
2864,books_technical,2018-01-15,1,17.45,1
2865,books_technical,2018-01-16,2,121.9,2
2866,books_technical,2018-01-22,1,29.45,1
2867,books_technical,2018-01-24,1,22.0,1
2868,books_technical,2018-01-25,1,87.0,1
2869,books_technical,2018-01-26,1,65.0,1
2870,books_technical,2018-01-27,2,155.0,2
2871,books_technical,2018-01-29,2,172.9,2
2872,books_technical,2018-01-30,1,16.9,1
2873,books_technical,2018-01-31,3,158.0,3
2874,books_technical,2018-02-01,1,24.0,1
2875,books_technical,2018-02-02,3,303.69000000000005,3
2876,books_technical,2018-02-03,1,28.0,1
2877,books_technical,2018-02-05,1,19.9,1
2878,books_technical,2018-02-06,1,139.0,1
2879,books_technical,2018-02-09,1,38.0,1
2880,books_technical,2018-02-13,2,69.35,2
2881,books_technical,2018-02-14,2,52.97,2
2882,books_technical,2018-02-15,2,106.65,2
2883,books_technical,2018-02-16,1,114.0,1
2884,books_technical,2018-02-19,2,94.9,2
2885,books_technical,2018-02-21,1,30.0,1
2886,books_technical,2018-02-24,2,109.85000000000001,2
2887,books_technical,2018-02-26,3,120.9,3
2888,books_technical,2018-02-27,2,104.0,2
2889,books_technical,2018-02-28,1,56.0,1
2890,books_technical,2018-03-01,1,19.9,1
2891,books_technical,2018-03-03,1,65.0,1
2892,books_technical,2018-03-05,1,33.0,1
2893,books_technical,2018-03-07,2,65.9,2
2894,books_technical,2018-03-08,1,274.95,1
2895,books_technical,2018-03-10,1,63.0,1
2896,books_technical,2018-03-15,1,78.0,1
2897,books_technical,2018-03-16,1,24.0,1
2898,books_technical,2018-03-20,1,24.0,1
2899,books_technical,2018-03-22,4,205.76999999999998,4
2900,books_technical,2018-03-23,2,45.0,2
2901,books_technical,2018-03-27,1,14.95,1
2902,books_technical,2018-04-01,1,19.9,1
2903,books_technical,2018-04-02,2,317.84999999999997,2
2904,books_technical,2018-04-04,2,101.0,2
2905,books_technical,2018-04-09,1,19.9,1
2906,books_technical,2018-04-12,1,39.9,1
2907,books_technical,2018-04-13,1,24.0,1
2908,books_technical,2018-04-17,1,14.95,1
2909,books_technical,2018-04-20,2,64.95,2
2910,books_technical,2018-04-23,1,65.0,1
2911,books_technical,2018-04-24,1,76.99,1
2912,books_technical,2018-04-25,1,28.0,1
2913,books_technical,2018-04-26,2,74.19999999999999,2
2914,books_technical,2018-04-28,2,65.5,2
2915,books_technical,2018-04-29,3,172.47,3
2916,books_technical,2018-04-30,2,87.49000000000001,2
2917,books_technical,2018-05-01,1,57.49,1
2918,books_technical,2018-05-02,2,97.39,2
2919,books_technical,2018-05-03,4,164.78,4
2920,books_technical,2018-05-04,3,140.73000000000002,3
2921,books_technical,2018-05-05,2,92.89,2
2922,books_technical,2018-05-06,2,113.89,2
2923,books_technical,2018-05-07,4,170.68,4
2924,books_technical,2018-05-08,4,225.16,4
2925,books_technical,2018-05-09,3,173.67000000000002,3
2926,books_technical,2018-05-10,2,169.88,2
2927,books_technical,2018-05-11,1,59.0,1
2928,books_technical,2018-05-12,1,28.0,1
2929,books_technical,2018-05-14,2,75.34,2
2930,books_technical,2018-05-15,2,127.89,2
2931,books_technical,2018-05-16,3,150.78,3
2932,books_technical,2018-05-17,2,115.78,2
2933,books_technical,2018-05-18,2,92.19,2
2934,books_technical,2018-05-20,2,115.78,2
2935,books_technical,2018-05-21,3,370.88,3
2936,books_technical,2018-05-22,3,173.67000000000002,3
2937,books_technical,2018-05-23,2,115.78,2
2938,books_technical,2018-05-25,2,63.199999999999996,2
2939,books_technical,2018-05-29,2,87.78999999999999,2
2940,books_technical,2018-05-30,1,57.89,1
2941,books_technical,2018-06-01,1,28.0,1
2942,books_technical,2018-06-03,1,108.99,1
2943,books_technical,2018-06-04,1,274.95,1
2944,books_technical,2018-06-06,3,135.84,3
2945,books_technical,2018-06-08,1,35.0,1
2946,books_technical,2018-06-09,1,35.0,1
2947,books_technical,2018-06-11,3,87.45,3
2948,books_technical,2018-06-12,2,72.84,2
2949,books_technical,2018-06-14,1,108.99,1
2950,books_technical,2018-06-18,3,193.87,3
2951,books_technical,2018-06-19,1,29.9,1
2952,books_technical,2018-06-20,3,352.74,3
2953,books_technical,2018-06-21,1,68.99,1
2954,books_technical,2018-06-23,3,179.87,3
2955,books_technical,2018-06-30,1,35.0,1
2956,books_technical,2018-07-02,1,53.99,1
2957,books_technical,2018-07-03,3,266.97,3
2958,books_technical,2018-07-04,1,57.89,1
2959,books_technical,2018-07-05,1,93.99,1
2960,books_technical,2018-07-10,1,274.95,1
2961,books_technical,2018-07-11,2,112.98,2
2962,books_technical,2018-07-13,1,121.99,1
2963,books_technical,2018-07-16,1,40.0,1
2964,books_technical,2018-07-17,1,40.0,1
2965,books_technical,2018-07-19,2,88.99000000000001,2
2966,books_technical,2018-07-20,2,90.0,2
2967,books_technical,2018-07-23,3,246.97,3
2968,books_technical,2018-07-24,2,265.82,2
2969,books_technical,2018-07-26,1,37.5,1
2970,books_technical,2018-07-28,1,28.9,1
2971,books_technical,2018-07-31,3,173.99,3
2972,books_technical,2018-08-01,1,28.0,1
2973,books_technical,2018-08-02,2,152.98,2
2974,books_technical,2018-08-03,1,50.0,1
2975,books_technical,2018-08-04,1,193.99,1
2976,books_technical,2018-08-06,2,72.45,2
2977,books_technical,2018-08-07,2,111.44,2
2978,books_technical,2018-08-09,4,243.94,4
2979,books_technical,2018-08-10,1,37.0,1
2980,books_technical,2018-08-11,2,50.0,2
2981,books_technical,2018-08-14,3,137.89,3
2982,books_technical,2018-08-16,1,114.9,1
2983,books_technical,2018-08-17,2,50.0,2
2984,books_technical,2018-08-18,1,88.99,1
2985,books_technical,2018-08-19,1,37.91,1
2986,books_technical,2018-08-20,1,29.45,1
2987,books_technical,2018-08-21,1,14.95,1
2988,books_technical,2018-08-22,1,19.9,1
2989,books_technical,2018-08-23,2,50.0,2
2990,cds_dvds_musicals,2017-07-05,2,90.0,2
2991,cds_dvds_musicals,2017-07-10,1,45.0,1
2992,cds_dvds_musicals,2017-07-12,1,45.0,1
2993,cds_dvds_musicals,2017-07-28,1,45.0,1
2994,cds_dvds_musicals,2017-08-07,2,90.0,2
2995,cds_dvds_musicals,2017-08-22,1,45.0,1
2996,cds_dvds_musicals,2017-10-24,1,45.0,1
2997,cds_dvds_musicals,2017-11-01,1,65.0,1
2998,cds_dvds_musicals,2017-11-04,1,65.0,1
2999,cds_dvds_musicals,2017-11-16,1,65.0,1
3000,cds_dvds_musicals,2017-12-18,1,65.0,1
3001,cds_dvds_musicals,2018-04-20,1,65.0,1
3002,christmas_supplies,2017-04-25,1,69.0,1
3003,christmas_supplies,2017-06-25,3,184.7,3
3004,christmas_supplies,2017-07-15,1,58.9,1
3005,christmas_supplies,2017-07-22,1,6.19,1
3006,christmas_supplies,2017-08-25,1,58.9,1
3007,christmas_supplies,2017-09-06,1,57.0,1
3008,christmas_supplies,2017-09-14,3,197.7,3
3009,christmas_supplies,2017-10-04,1,8.68,1
3010,christmas_supplies,2017-10-07,1,116.9,1
3011,christmas_supplies,2017-10-09,2,76.83,2
3012,christmas_supplies,2017-10-16,1,59.9,1
3013,christmas_supplies,2017-10-25,1,55.9,1
3014,christmas_supplies,2017-10-30,6,69.84,6
3015,christmas_supplies,2017-11-01,1,58.9,1
3016,christmas_supplies,2017-11-06,1,195.5,1
3017,christmas_supplies,2017-11-07,1,31.62,1
3018,christmas_supplies,2017-11-09,1,9.56,1
3019,christmas_supplies,2017-11-11,1,88.9,1
3020,christmas_supplies,2017-11-13,2,250.8,2
3021,christmas_supplies,2017-11-14,1,195.5,1
3022,christmas_supplies,2017-11-17,2,25.4,2
3023,christmas_supplies,2017-11-18,1,9.56,1
3024,christmas_supplies,2017-11-24,1,124.9,1
3025,christmas_supplies,2017-11-25,3,91.5,3
3026,christmas_supplies,2017-11-26,1,135.9,1
3027,christmas_supplies,2017-11-27,1,29.99,1
3028,christmas_supplies,2017-11-28,2,25.4,2
3029,christmas_supplies,2017-11-30,3,39.17,3
3030,christmas_supplies,2017-12-04,1,9.32,1
3031,christmas_supplies,2017-12-07,2,75.4,2
3032,christmas_supplies,2017-12-08,1,8.1,1
3033,christmas_supplies,2017-12-11,1,45.8,1
3034,christmas_supplies,2017-12-12,1,16.56,1
3035,christmas_supplies,2017-12-13,1,39.9,1
3036,christmas_supplies,2017-12-19,3,38.099999999999994,3
3037,christmas_supplies,2017-12-20,1,69.9,1
3038,christmas_supplies,2017-12-22,1,69.9,1
3039,christmas_supplies,2017-12-27,1,6.19,1
3040,christmas_supplies,2017-12-28,1,69.9,1
3041,christmas_supplies,2017-12-30,1,25.0,1
3042,christmas_supplies,2017-12-31,1,19.83,1
3043,christmas_supplies,2018-01-06,1,69.9,1
3044,christmas_supplies,2018-01-07,1,69.9,1
3045,christmas_supplies,2018-01-09,1,85.2,1
3046,christmas_supplies,2018-01-11,1,116.9,1
3047,christmas_supplies,2018-01-15,1,79.9,1
3048,christmas_supplies,2018-01-24,1,79.9,1
3049,christmas_supplies,2018-01-25,1,79.9,1
3050,christmas_supplies,2018-01-31,3,269.9,3
3051,christmas_supplies,2018-02-01,2,159.8,2
3052,christmas_supplies,2018-02-03,1,79.9,1
3053,christmas_supplies,2018-02-05,2,196.8,2
3054,christmas_supplies,2018-02-06,1,79.9,1
3055,christmas_supplies,2018-02-07,4,364.9,4
3056,christmas_supplies,2018-02-08,1,79.9,1
3057,christmas_supplies,2018-02-11,2,159.8,2
3058,christmas_supplies,2018-02-12,6,701.4000000000001,6
3059,christmas_supplies,2018-02-14,1,79.9,1
3060,christmas_supplies,2018-02-15,1,22.9,1
3061,christmas_supplies,2018-02-17,1,14.4,1
3062,christmas_supplies,2018-02-21,1,25.05,1
3063,christmas_supplies,2018-02-25,1,95.0,1
3064,christmas_supplies,2018-03-01,1,22.9,1
3065,christmas_supplies,2018-03-02,2,65.63,2
3066,christmas_supplies,2018-03-04,2,159.8,2
3067,christmas_supplies,2018-03-05,1,79.9,1
3068,christmas_supplies,2018-03-20,1,79.9,1
3069,christmas_supplies,2018-03-21,1,195.5,1
3070,christmas_supplies,2018-03-22,1,79.9,1
3071,christmas_supplies,2018-03-24,1,79.9,1
3072,christmas_supplies,2018-03-26,1,11.62,1
3073,christmas_supplies,2018-03-27,1,79.9,1
3074,christmas_supplies,2018-04-01,1,79.9,1
3075,christmas_supplies,2018-04-02,1,12.52,1
3076,christmas_supplies,2018-04-12,1,6.0,1
3077,christmas_supplies,2018-04-16,1,79.9,1
3078,christmas_supplies,2018-04-20,1,6.27,1
3079,christmas_supplies,2018-04-23,6,70.66,6
3080,christmas_supplies,2018-04-30,1,19.9,1
3081,christmas_supplies,2018-05-01,1,67.2,1
